date,soil_temp,soil_moisture,NDVI,air_temp,precipitation,GHG_flux,land_cover_2,land_cover_3,land_cover_4
2020-01-01,11.986856612044932,38.39613261951601,0.680614837550555,-1.0432046593557125,32.73012790070132,10.696124506359203,False,False,True
2020-01-02,9.653503069185277,35.644196891949285,0.7381494160840795,5.541580147215885,51.364072857217224,11.247180977714672,False,False,False
2020-01-03,13.003813491875718,30.55054324460842,0.6777826901096689,8.523779565395156,54.336033583316066,14.922224813731734,False,False,True
2020-01-04,16.711555432311147,26.407449470216775,0.7306053984975858,22.634244946405996,65.41467848115391,21.629945965268302,True,False,False
2020-01-05,9.889015622734494,34.57463347177453,0.5763691272549073,14.951237970024154,30.609513030051417,10.687593399270646,False,False,True
2020-01-06,10.095029757052636,32.842315185460194,0.7913398976246292,3.9038339901340553,71.78027973112168,16.228712596978283,False,False,False
2020-01-07,17.554071631398784,35.94852882587203,0.7743606295723626,15.13865896454876,7.82041342312322,14.64871517681582,True,False,False
2020-01-08,14.512235455403868,34.48419586152819,0.6967091429814098,3.2451581683310398,51.28633813859903,14.804957757643566,False,False,True
2020-01-09,9.76944772161937,37.06607741575029,0.8484676278777784,19.332401515134094,56.09022133005119,15.314022519828237,False,False,True
2020-01-10,14.021946022315232,27.652718126356568,0.8803710382949161,10.3174215350389,80.48920530814925,23.434427536636537,False,True,False
2020-01-11,10.201846958927883,38.86360600122223,0.6298737038301558,12.89081649029094,70.23697520649804,14.582067054345819,False,False,False
2020-01-12,10.395801503837903,32.23966720327657,0.718316390453873,21.716336202811384,43.62892390976897,17.148378408479882,False,False,True
2020-01-13,13.429103084687567,43.60015043501586,0.7215761504939536,6.347864578475932,53.98970721848521,10.626049376732217,False,True,False
2020-01-14,5.009937177418793,27.10763356428592,0.7083427755389972,5.997701880112629,79.60553494292924,15.927691003926832,True,False,False
2020-01-15,5.964401862019271,41.75235030862481,0.889063314360275,11.188563631118946,75.98535763639612,12.995612231970817,False,True,False
2020-01-16,10.815089424430353,32.617443153426535,0.7904548842382138,21.2302731061159,67.91082339320465,19.166674316561636,False,True,False
2020-01-17,9.212173409071571,27.6144576605043,0.7870455025534713,6.19376395794397,71.79449140494961,18.144771262639345,False,False,True
2020-01-18,14.718778524948403,28.712186619805482,0.6167069750480983,-1.3733445794539882,97.2430809408961,19.453535811468267,False,False,True
2020-01-19,10.026958393790625,29.785475008909298,0.8841669099101183,13.222200859564575,74.8645499904171,19.198860984499014,False,False,True
2020-01-20,8.206021134967205,34.344105783888736,0.7001657868236193,19.54888848190728,85.34482104488661,18.25196965760771,False,True,False
2020-01-21,19.912869870815577,35.02714116594003,0.8334850055702016,23.748936875707013,132.38262666473094,29.239657367698648,True,False,False
2020-01-22,13.341008264170316,28.538386260556205,0.8585621418610004,14.076862381541433,62.37593937369246,21.897843482104133,False,False,False
2020-01-23,14.706807333439773,31.92432988662187,0.9701546149050977,14.695185165492333,55.666330072379566,20.778036870624476,False,True,False
2020-01-24,8.928968130069459,45.01333722663538,0.7064016571151219,24.39442230357325,110.21591671710875,20.043525544876186,False,False,True
2020-01-25,12.640324972370944,42.61359176015772,0.5384571108703204,6.559108573784538,82.79900152740782,12.98584624724301,False,False,False
2020-01-26,15.450013590187266,34.95422619267316,0.8618466721775778,15.752151944168542,91.82111054687019,22.66617111418161,True,False,False
2020-01-27,10.589332800915962,32.65156418729161,1.0264940841418095,19.53062411672874,84.3624533769525,22.34232136009175,False,False,False
2020-01-28,16.881544174267617,33.230272274055864,0.973245823203686,21.38719332534535,96.57448615566716,28.01520984928277,False,False,True
2020-01-29,13.160048491158992,36.276989353438466,0.873151463217806,15.935747074929683,135.5108185312061,25.45724218250409,False,True,False
2020-01-30,14.578031082216354,26.544154113457978,0.8057815088950535,19.50275585834215,121.33632770573595,29.062363770678527,False,True,False
2020-01-31,13.518480153002137,31.220883856355805,0.9383414471464719,4.666395191613429,124.27554628121689,24.754770659834136,False,False,True
2020-02-01,23.513164064261005,22.83705284230625,0.7628822864484321,15.94575636161081,80.42695289906514,26.790172306260004,False,True,False
2020-02-02,16.22699838943487,35.32646613687876,0.9104032884788947,22.913736067177766,87.43142791966366,24.37516817605821,False,False,True
2020-02-03,12.225218342635992,36.89600459883093,0.9157672688996717,14.594817838285126,55.35802412296506,16.477138246256118,False,True,False
2020-02-04,19.91940340642419,30.194518979942426,0.9736153946877525,21.136759240000146,97.61866224920497,29.66062075270976,False,True,False
2020-02-05,11.917046475609322,42.61745041497045,1.1458552647867808,23.756647197510226,134.58811657933725,26.651574122942616,False,True,False
2020-02-06,17.805057661464634,25.89788755332724,0.9113457405586676,19.3108749940281,127.42136189888141,32.7769062597292,True,False,False
2020-02-07,9.298039748010059,24.544220165721352,0.8233420338848502,22.677824398011538,114.26066708492569,26.38972989087898,True,False,False
2020-02-08,11.988978245787791,34.75418138400454,0.8737339550957909,16.165545920677253,119.83307282393599,24.344394730420753,False,False,True
2020-02-09,18.252005924766905,39.76605160694179,0.7013549145848471,20.987116127531234,108.06868859341208,24.869920848784425,True,False,False
2020-02-10,20.579053930663772,43.6619870337322,0.8106798555379716,26.17078186455704,127.48760840085119,29.244553557664332,False,False,True
2020-02-11,18.469027857179658,30.879019964582252,0.8410285735712582,23.731798431718367,140.23427988915265,32.13078259841702,False,False,False
2020-02-12,17.47702228935438,40.17723886274453,0.8312700764346835,19.548940533943778,94.10106265877369,22.5467343233175,False,False,False
2020-02-13,16.88890864363819,33.54583344846025,0.9005524420919182,24.689203301996073,133.89119173195215,28.939218925682503,True,False,False
2020-02-14,12.330545245214294,32.81173169680762,0.8046284547393516,27.9048678659039,148.00329203342687,29.063290680446663,False,False,False
2020-02-15,15.51412309104093,39.21892625640926,1.0004420018941373,11.588312231414719,122.48543099519783,24.944796986693827,False,False,False
2020-02-16,16.697324383542146,37.89921435525845,0.8897426877882761,31.110521379073266,146.21035211595662,31.826521703478914,False,True,False
2020-02-17,22.91221736442661,24.594053672551617,0.8900891444415906,22.40395250049347,189.87397531262894,41.10182517508729,False,True,False
2020-02-18,20.199477433841672,42.977577426953694,0.8594406649004344,27.237032687130775,132.85381029260247,30.221592676576904,False,False,True
2020-02-19,11.911504430907728,42.46359181598542,0.9088735708375949,32.12731717888852,144.14141712905857,27.53203225644706,False,False,False
2020-02-20,20.39600557932193,30.493136318422774,0.9769017675482463,16.970589429857323,122.82317920604612,31.43847420933973,False,False,True
2020-02-21,17.69264880094199,36.6835442311745,0.8086291234545375,21.197758907603134,142.49243575713584,30.60033516609512,False,False,True
