date,soil_temp,air_temp,precipitation,GHG_flux,land_cover_2,land_cover_3,land_cover_4,GHG_flux_missing,NDVI_lag-25,soil_moisture_lag5
2020-01-26,15.450013590187266,15.752151944168542,91.82111054687019,22.66617111418161,True,False,False,22.66617111418161,0.680614837550555,31.220883856355805
2020-01-27,10.589332800915962,19.53062411672874,84.3624533769525,22.34232136009175,False,False,False,22.34232136009175,0.7381494160840795,22.83705284230625
2020-01-28,16.881544174267617,21.38719332534535,96.57448615566716,28.01520984928277,False,False,True,28.01520984928277,0.6777826901096689,35.32646613687876
2020-01-29,13.160048491158992,15.935747074929683,135.5108185312061,25.45724218250409,False,True,False,25.45724218250409,0.7306053984975858,36.89600459883093
2020-01-30,14.578031082216354,19.50275585834215,121.33632770573595,29.062363770678527,False,True,False,29.062363770678527,0.5763691272549073,30.194518979942426
2020-01-31,13.518480153002137,4.666395191613429,124.27554628121689,24.754770659834136,False,False,True,24.754770659834136,0.7913398976246292,42.61745041497045
2020-02-01,23.513164064261005,15.94575636161081,80.42695289906514,26.790172306260004,False,True,False,26.790172306260004,0.7743606295723626,25.89788755332724
2020-02-02,16.22699838943487,22.913736067177766,87.43142791966366,24.37516817605821,False,False,True,24.37516817605821,0.6967091429814098,24.544220165721352
2020-02-03,12.225218342635992,14.594817838285126,55.35802412296506,16.477138246256118,False,True,False,16.477138246256118,0.8484676278777784,34.75418138400454
2020-02-04,19.91940340642419,21.136759240000146,97.61866224920497,29.66062075270976,False,True,False,29.66062075270976,0.8803710382949161,39.76605160694179
2020-02-05,11.917046475609322,23.756647197510226,134.58811657933725,26.651574122942616,False,True,False,26.651574122942616,0.6298737038301558,43.6619870337322
2020-02-06,17.805057661464634,19.3108749940281,127.42136189888141,32.7769062597292,True,False,False,32.7769062597292,0.718316390453873,30.879019964582252
2020-02-07,9.298039748010059,22.677824398011538,114.26066708492569,26.38972989087898,True,False,False,26.38972989087898,0.7215761504939536,40.17723886274453
2020-02-08,11.988978245787791,16.165545920677253,119.83307282393599,24.344394730420753,False,False,True,24.344394730420753,0.7083427755389972,33.54583344846025
2020-02-09,18.252005924766905,20.987116127531234,108.06868859341208,24.869920848784425,True,False,False,24.869920848784425,0.889063314360275,32.81173169680762
2020-02-10,20.579053930663772,26.17078186455704,127.48760840085119,29.244553557664332,False,False,True,29.244553557664332,0.7904548842382138,39.21892625640926
2020-02-11,18.469027857179658,23.731798431718367,140.23427988915265,32.13078259841702,False,False,False,32.13078259841702,0.7870455025534713,37.89921435525845
2020-02-12,17.47702228935438,19.548940533943778,94.10106265877369,22.5467343233175,False,False,False,22.5467343233175,0.6167069750480983,24.594053672551617
